Key,File,Type,english,schinese,tchinese
remnant_waste_01,POI,POIName,BRR Ice Cream,BRR冰淇淋店,BRR霜淇淋店
remnant_waste_02,POI,POIName,MeltDowns,熔岩汉堡店,熔岩漢堡店
remnant_waste_03,POI,POIName,Gray View Apartments,灰景公寓,灰景公寓
remnant_waste_04,POI,POIName,Zip Coffee,速递咖啡店,速遞咖啡店
remnant_waste_05,POI,POIName,Mo Power Components Factory,电力元件工厂,電力元件工廠
remnant_waste_06,POI,POIName,Eye Candy Company,眼悦糖果公司,眼悅糖果公司
remnant_waste_08,POI,POIName,Box Factory,盒子工厂,盒子工廠
remnant_waste_15,POI,POIName,JD Shipping,JD货运,JD貨運
remnant_waste_16,POI,POIName,Wasted Mo Power,废弃电力站,廢棄電力站
remnant_waste_17,POI,POIName,Nav Pest Control,纳维害虫防治,納維害蟲防治
remnant_waste_18,POI,POIName,Pristine Healthcare,纯净医疗,純淨醫療
remnant_waste_19,POI,POIName,Wasted Office Suites,废弃办公套间,廢棄辦公套間
rest_area_01,POI,POIName,Canis Lupus Rest Area,犬狼休息区,犬狼休息區
rest_area_02,POI,POIName,Arbor Loop Rest Area,树环休息区,樹環休息區
rest_area_03,POI,POIName,Crotalus Rest Area,响尾蛇休息区,響尾蛇休息區
rest_area_04,POI,POIName,Buy-N-Go Rest Stop,买即走休息站,買即走休息站
rest_area_05,POI,POIName,The Road Gentleman Truck Stop,公路绅士卡车休息站,公路紳士卡車休息站
restaurant_01,POI,POIName,Restaurant Zelekt,泽莱克特餐厅,澤萊克特餐廳
restaurant_02,POI,POIName,Bottomless Barrel Buffet,无尽桶自助餐,無盡桶自助餐
roadside_checkpoint_01,POI,POIName,NDC Checkpoint One,NDC一号检查站,NDC一號檢查站
roadside_checkpoint_02,POI,POIName,NDC Checkpoint Two,NDC二号检查站,NDC二號檢查站
roadside_checkpoint_03,POI,POIName,NDC Checkpoint Three,NDC三号检查站,NDC三號檢查站
roadside_checkpoint_04,POI,POIName,NDC Checkpoint Four,NDC四号检查站,NDC四號檢查站
roadside_checkpoint_05,POI,POIName,NDC Checkpoint Five,NDC五号检查站,NDC五號檢查站
roadside_park_01,POI,POIName,Rest Area 7,7号休息区,7號休息區
roadside_park_02,POI,POIName,Shady Rest Area,幽影休息区,幽影休息區
roadside_restaurant_01,POI,POIName,The Wagon Diner,马车餐馆,馬車餐館
roadside_strip_01,POI,POIName,Junkville Saloon,垃圾镇酒馆,垃圾鎮酒館
roadside_truckstop_01,POI,POIName,Pass-N-Gas Truck Plaza,通燃卡车服务区,通燃卡車服務區
rubble_burnt_filler_03,POI,POIName,The Emberstack Residence,烬堆宅邸,燼堆宅邸
rubble_burnt_filler_05,POI,POIName,Hellman's Fire Insurance,赫尔曼火灾保险公司,赫爾曼火災保險公司
rubble_burnt_filler_11,POI,POIName,Ashworth's Residence,阿什沃斯宅邸,阿什沃斯宅邸
rubble_burnt_filler_12,POI,POIName,The Emberton Estate,恩伯顿庄园,恩伯頓莊園
rubble_burnt_filler_13,POI,POIName,The Blazeley Residence,布莱兹利宅邸,布萊茲利宅邸
rubble_burnt_filler_14,POI,POIName,Church of Our Holy Ashes,圣灰教堂,聖灰教堂
rubble_burnt_filler_15,POI,POIName,The Scorchingtons Residence,灼烧顿宅邸,灼燒頓宅邸
rubble_burnt_filler_16,POI,POIName,Charcoal Cabin,炭木小屋,炭木小屋
rubble_burnt_filler_17,POI,POIName,Flashpoint Flats,闪点公寓,閃點公寓
rubble_burnt_filler_18,POI,POIName,The Cinderwell Residence,煤渣井宅邸,煤渣井宅邸
rubble_burnt_filler_19,POI,POIName,Ash & Splash Lodge,灰烬飞溅旅馆,灰燼飛濺旅館
rubble_burnt_filler_20,POI,POIName,Flare BNB,闪光民宿,閃光民宿
rubble_burnt_filler_21,POI,POIName,Kris P. Cricket Residence,克里斯·P·蟋蟀宅邸,克裡斯·P·蟋蟀宅邸
rubble_burnt_filler_22,POI,POIName,Ashroot Manor,灰根庄园,灰根莊園
rubble_burnt_filler_23,POI,POIName,Robin's Outpost,罗宾前哨,羅賓前哨
rubble_burnt_filler_24,POI,POIName,The Doll House,玩偶屋,玩偶屋
rubble_burnt_filler_25,POI,POIName,The Lofted Loss,高空遗失,高空遺失
rubble_downtown_filler_01,POI,POIName,Leap's Faith,信仰一跃,信仰一躍
rubble_downtown_filler_02,POI,POIName,King's View,国王观景,國王觀景
rubble_downtown_filler_03,POI,POIName,Fallen Brick Apartments,落砖公寓,落磚公寓
rubble_downtown_filler_04,POI,POIName,Hobo Heights Apartments,流浪汉高地公寓,流浪漢高地公寓
rubble_downtown_filler_05,POI,POIName,Oops Chemical Company,哎呀化学公司,哎呀化學公司
rubble_downtown_filler_11,POI,POIName,HNN Bank Ruins,HNN银行废墟,HNN銀行廢墟
rubble_downtown_filler_13,POI,POIName,Figaro Square,费加罗广场,費加羅廣場
rubble_downtown_filler_14,POI,POIName,Shines Jewelry,闪耀珠宝,閃耀珠寶
rubble_downtown_filler_15,POI,POIName,Stable & Co Offices,稳定公司办公室,穩定公司辦公室
rubble_downtown_filler_16,POI,POIName,Diamond Liquors,钻石酒品,鑽石酒品
rubble_downtown_filler_17,POI,POIName,Safira Boutique,萨菲拉精品店,薩菲拉精品店
rubble_downtown_filler_18,POI,POIName,Bellcroft Terrace,钟楼台,鐘樓台
rubble_downtown_filler_19,POI,POIName,Ruined Post Office,毁坏的邮局,毀壞的郵局
rubble_downtown_filler_20,POI,POIName,Jefferson Complex,杰斐逊综合体,傑弗遜綜合體
rubble_downtown_filler_21,POI,POIName,Sunset Garage,日落车库,日落車庫
rubble_downtown_filler_22,POI,POIName,Lawless Station,无法无天站,無法無天站
rubble_wasteland_filler_06,POI,POIName,Tainted Tudor,污点都铎宅,污點都鐸宅
rubble_wasteland_filler_11,POI,POIName,Dilapidated Store,破败商店,破敗商店
rubble_wasteland_filler_12,POI,POIName,Dr. William Neville's Home,威廉·内维尔医生之家,威廉·內維爾醫生之家
rubble_wasteland_filler_13,POI,POIName,Atomic Burger,原子汉堡,原子漢堡
rubble_wasteland_filler_14,POI,POIName,Pedlington Residence,佩灵顿宅邸,佩靈頓宅邸
rubble_wasteland_filler_15,POI,POIName,Lovejoy Apartments,爱悦公寓,愛悅公寓
rubble_wasteland_filler_16,POI,POIName,Crumbling Remains,崩解遗迹,崩解遺跡
rubble_wasteland_filler_17,POI,POIName,Wrecked Rest Stop,毁坏的休息站,毀壞的休息站
rubble_wasteland_filler_18,POI,POIName,Rustbelt Garage,锈带车库,鏽帶車庫
rubble_wasteland_filler_19,POI,POIName,Pitfall Residence,陷阱宅邸,陷阱宅邸
rubble_wasteland_filler_20,POI,POIName,Scavengers' Rest,拾荒者休息处,拾荒者休息處
rubble_wasteland_filler_21,POI,POIName,Decimated EZ-Chem Depot,摧毁的EZ化学仓库,摧毀的EZ化學倉庫
rubble_wasteland_filler_22,POI,POIName,Table 41,41号桌,41號桌
rubble_wasteland_filler_23,POI,POIName,Void Apartments,虚空公寓,虛空公寓
rubble_wasteland_filler_24,POI,POIName,Ironleaf Machines,铁叶机械,鐵葉機械
rubble_wasteland_filler_25,POI,POIName,Judgment Daycare,审判日托所,審判日托所
rural_church_01,POI,POIName,White Hill Church of God,白山上帝教堂,白山上帝教堂
rural_church_02,POI,POIName,Congregation of Blind Faith,盲信会众教堂,盲信會眾教堂
rural_drive_in_01,POI,POIName,Coleman's Drive-In,科尔曼汽车影院,科爾曼汽車影院
rural_outdoor_wedding_01,POI,POIName,Bell Lake,钟湖,鐘湖
rwg_tile_cap,POI,POIName,Cap,死路(地图块),死路(地圖塊)
rwg_tile_commercial_cap,POI,POIName,Commercial District,商业区(尽头),商業區(盡頭)
rwg_tile_commercial_corner,POI,POIName,Commercial District,商业区(拐角),商業區(拐角)
rwg_tile_commercial_intersection,POI,POIName,Commercial District,商业区(十字路),商業區(十字路)
rwg_tile_commercial_straight,POI,POIName,Commercial District,商业区(直路),商業區(直路)
rwg_tile_commercial_t,POI,POIName,Commercial District,商业区(T字路),商業區(T字路)
rwg_tile_corner,POI,POIName,Corner,拐角(地图块),拐角(地圖塊)
rwg_tile_countryresidential_cap,POI,POIName,Country Residential,乡村住宅区(尽头),鄉村住宅區(盡頭)
rwg_tile_countryresidential_corner,POI,POIName,Country Residential,乡村住宅区(拐角),鄉村住宅區(拐角)
rwg_tile_countryresidential_intersection,POI,POIName,Country Residential,乡村住宅区(十字路),鄉村住宅區(十字路)
rwg_tile_countryresidential_straight,POI,POIName,Country Residential,乡村住宅区(直路),鄉村住宅區(直路)
rwg_tile_countryresidential_t,POI,POIName,Country Residential,乡村住宅区(T字路),鄉村住宅區(T字路)
rwg_tile_countrytown_cap,POI,POIName,Country Town,乡村小镇(尽头),鄉村小鎮(盡頭)
rwg_tile_countrytown_corner,POI,POIName,Country Town,乡村小镇(拐角),鄉村小鎮(拐角)
rwg_tile_countrytown_intersection,POI,POIName,Country Town,乡村小镇(十字路),鄉村小鎮(十字路)
rwg_tile_countrytown_straight,POI,POIName,Country Town,乡村小镇(直路),鄉村小鎮(直路)
rwg_tile_countrytown_t,POI,POIName,Country Town,乡村小镇(T字路),鄉村小鎮(T字路)
rwg_tile_downtown_cap,POI,POIName,Downtown,市中心(尽头),市中心(盡頭)
rwg_tile_downtown_corner,POI,POIName,Downtown,市中心(拐角),市中心(拐角)
rwg_tile_downtown_intersection,POI,POIName,Downtown,市中心(十字路),市中心(十字路)
rwg_tile_downtown_intersection_02,POI,POIName,Downtown,市中心(十字路02),市中心(十字路02)
rwg_tile_downtown_straight,POI,POIName,Downtown,市中心(直路),市中心(直路)
rwg_tile_downtown_t,POI,POIName,Downtown,市中心(T字路),市中心(T字路)
rwg_tile_gateway_cap,POI,POIName,Gateway,入口区(尽头),入口區(盡頭)
rwg_tile_highway_corner,POI,POIName,Highway,公路(拐角),公路(拐角)
rwg_tile_highway_corner_100m,POI,POIName,Highway,公路(拐角100米),公路(拐角100米)
rwg_tile_highway_corner_50m,POI,极IName,Highway,公路(拐角50米),公路(拐角50米)
rwg_tile_highway_intersection_50m,POI,POIName,Highway,公路(十字路50米),公路(十字路50米)
rwg_tile_highway_straight,POI,POIName,Highway,公路(直路),公路(直路)
rwg_tile_highway_straight_50m,POI,POIName,Highway,公路(直路50米),公路(直路50米)
rwg_tile_highway_t_50m,POI,POIName,Highway,公路(T字路50米),公路(T字路50米)
rwg_tile_highway_tdirt_50m,POI,POIName,Highway,公路(土路T字50米),公路(土路T字50米)
rwg_tile_industrial_cap,POI,POIName,Industrial District,工业区(尽头),工業區(盡頭)
rwg_tile_industrial_corner,POI,POIName,Industrial District,工业区(拐角),工業區(拐角)
rwg_tile_industrial_intersection,POI,POIName,Industrial District,工业区(十字路),工業區(十字路)
rwg_tile_industrial_straight,POI,POIName,Industrial District,工业区(直路),工業區(直路)
rwg_tile_industrial_t,POI,POIName,Industrial District,工业区(T字路),工業區(T字路)
rwg_tile_intersection,POI,POIName,Intersection,十字路口(地图块),十字路口(地圖塊)
rwg_tile_oldwest_cap,POI,POIName,Old West Town,旧西部小镇(尽头),舊西部小鎮(盡頭)
rwg_tile_oldwest_corner,POI,POIName,Old West Town,旧西部小镇(拐角),舊西部小鎮(拐角)
rwg_tile_oldwest_intersection,POI,POIName,Old West Town,旧西部小镇(十字路),舊西部小鎮(十字路)
rwg_tile_oldwest_straight,POI,POIName,Old West Town,旧西部小镇(直路),舊西部小鎮(直路)
rwg_tile_oldwest_t,POI,POIName,Old West Town,旧西部小镇(T字路),舊西部小鎮(T字路)
rwg_tile_residential_cap,POI,POIName,Residential,住宅区(尽头),住宅區(盡頭)
rwg_tile_residential_corner,POI,POIName,Residential,住宅区(拐角),住宅區(拐角)
rwg_tile_residential_intersection,POI,POIName,Residential,住宅区(十字路),住宅區(十字路)
rwg_tile_residential_straight,POI,POIName,Residential,住宅区(直路),住宅區(直路)
rwg_tile_residential_t,POI,POIName,Residential,住宅区(T字路),住宅區(T字路)
rwg_tile_roadside_straight,POI,POIName,Roadside,路边(直路),路邊(直路)
rwg_tile_rural_cap,POI,POIName,Rural,乡村(尽头),鄉村(盡頭)
rwg_tile_rural_corner,POI,POIName,Rural,乡村(拐角),鄉村(拐角)
rwg_tile_rural_intersection,POI,POIName,Rural,乡村(十字路),鄉村(十字路)
rwg_tile_rural_straight,POI,POIName,Rural,乡村(直路),鄉村(直路)
rwg_tile_rural_t,POI,POIName,Rural,乡村(T字路),鄉村(T字路)
rwg_tile_rural_t_02,POI,POIName,Rural,乡村(T字路02),鄉村(T字路02)
rwg_tile_rural_t_03,POI,POIName,Rural,乡村(T字路03),鄉村(T字路03)
rwg_tile_straight,POI,POIName,Straight,直路(地图块),直路(地圖塊)
rwg_tile_t,POI,POIName,Tee,T字路(地图块),T字路(地圖塊)
sawmill_01,POI,POIName,Jack's Lumber Mill,杰克锯木厂,傑克鋸木廠
school_01,POI,POIName,Navezgane High School,纳维加纳高中,納維迦納高中
school_02,POI,POIName,Favales Academy,法瓦莱斯学院,法瓦萊斯學院
school_03,POI,POIName,Grover High,格罗弗高中,格羅弗高中
school_06,POI,POIName,Richmond Primary School,里士满小学,里士滿小學
school_daycare_01,POI,POIName,Poopy Pants Country Daycare,便便裤乡村日托,便便褲鄉村日托
school_daycare_02,POI,POIName,Poopy Pants City Daycare,便便裤城市日托,便便褲城市日托
school_daycare_03,POI,POIName,Fun-Gi Daycare,趣味菌日托,趣味菌日托
site_camp_01,POI,POIName,Hexed Hikers,中邪徒步者营地,中邪徒步者營地
site_camp_02,POI,POIName,Camp Arwitheryet,阿维瑟耶特营地,阿維瑟耶特營地
site_camp_04,POI,POIName,Cautious Campers,谨慎露营者营地,謹慎露營者營地
site_camp_05,POI,POIName,Camp NomNom,诺姆诺姆营地,諾姆諾姆營地
site_camp_06,POI,POIName,Hooch Hollow,私酒谷,私酒穀
site_camp_07,POI,POIName,Survivalist Camp,生存主义者营地,生存主義者營地
site_camp_08,POI,POIName,Archview Campsite,拱景营地,拱景營地
site_camp_09,POI,POIName,Burstwater Beach,爆裂水滩,爆裂水灘
site_camp_10,POI,POIName,Hillfall Camp,山落营地,山落營地
site_grave_01,POI,POIName,Grave Robber's Surprise,盗墓者的惊喜,盜墓者的驚喜
site_grave_02,POI,POIName,Digger's Rest,挖掘者安息处,挖掘者安息處
site_grave_04,POI,POIName,Hollow Chapel Grounds,空心教堂墓地,空心教堂墓地
site_grave_05,POI,POIName,Mortabury Cemetery,莫塔伯里墓地,莫塔伯裡墓地
site_grave_07,POI,POIName,Drowned Rest Cemetery,溺亡者安息墓地,溺亡者安息墓地
site_grave_08,POI,POIName,Brothers' Hollow,兄弟谷,兄弟谷
site_grave_09,POI,POIName,Crumblemoor Catacombs,塌陷沼墓穴,塌陷沼墓穴
site_grave_10,POI,POIName,Grasp of Silence Monument,沉寂之握纪念碑,沉寂之握紀念碑
site_shack_01,POI,POIName,Willy White's Shack,威利·怀特小屋,威利·懷特小屋
site_shack_04,POI,POIName,Deepwell Shack,深井小屋,深井小屋
site_shack_05,POI,POIName,Lil? Hill Retreat,小山静居,小山靜居
site_shack_07,POI,POIName,Moonshiners' Retreat,私酒者静居,私酒者靜居
site_shack_08,POI,POIName,Stillwater Shack,静水小屋,靜水小屋
site_shack_09,POI,POIName,Silent Shack,寂静小屋,寂靜小屋
site_utility_01,POI,POIName,Hybrid Energy Substation #4,混合能源变电站#4,混合能源變電站#4
site_utility_02,POI,POIName,Hybrid Energy Substation #5,混合能源变电站#5,混合能源變電站#5
site_utility_03,POI,POIName,WW Pumping Station,水厂泵站,水廠泵站
site_vendor_01,POI,POIName,Woodchuck's Firewood Sale,伍德查克柴火摊,伍德查克柴火攤
site_vendor_02,POI,POIName,Chop Shop Chops,剁切肉铺,剁切肉鋪
site_vendor_04,POI,POIName,Sweet Bee Honey,甜蜜蜂蜂蜜,甜蜜蜂蜂蜜
site_vendor_05,POI,POIName,Joe's Juicy Roadburger,乔的多汁公路汉堡,喬的多汁公路漢堡
site_vendor_06,POI,POIName,Eve's Garden Goodies,伊芙园地小铺,伊芙園地小鋪
site_vendor_07,POI,POIName,Sunny Side Stand,向阳摊,向陽攤
site_vendor_08,POI,POIName,Freedom Fest,自由庆典,自由慶典
site_vendor_09,POI,POIName,Marlon's Kart Track,马龙卡丁车场,馬龍卡丁車場
site_vendor_10,POI,POIName,Last Cast Rentals,最后一抛租车行,最後一拋租車行
skyscraper_01,POI,POIName,Dishong Tower,地红大厦,地紅大廈
skyscraper_02,POI,POIName,Crack-a-Book HQ,骇客之书总部,駭客之書總部
skyscraper_03,POI,POIName,Higashi Pharmaceutical,东部制药大厦,東部製藥大廈
skyscraper_04,POI,POIName,Tower Construction Site,大厦建筑工地,大廈建築工地
store_autoparts_01,POI,POIName,Oreally Auto,奥莱利汽车零件,奧萊利汽車零件
store_bakery_01,POI,POIName,Ma Baker & Sons Bakery,贝克妈妈和儿子面包店,貝克媽媽和兒子麵包店
store_book_01,POI,POIName,Crack-A-Book,骇客书店,駭客書店
store_book_02,POI,POIName,Crack-A-Cafe,骇客咖啡馆,駭客咖啡館
store_book_04,POI,POIName,The Book Barn,书仓,書倉
store_clothing_01,POI,POIName,Super Savage Country,超级野蛮国度服装店,超級野蠻國度服裝店
store_clothing_02,POI,POIName,Savage Country,野蛮国度服装店,野蠻國度服裝店
store_discount_01,POI,POIName,Three Dollar Store,三元店,三元店
store_electronics_01,POI,POIName,MoPo-Shack,流电小屋,流電小屋
store_electronics_02,POI,POIName,Mo Power Electronics,巨能电子,巨能電子
store_grocery_01,POI,POIName,Shamway,山威超市,山威超市
store_grocery_02,POI,POIName,Super Shamway,超级山威超市,超級山威超市
store_grocery_03,POI,POIName,Buy-N-Go Grocery,买即走杂货,買即走雜貨
store_grocery_04,POI,POIName,Moe's Grocery,莫的杂货店,莫的雜貨店
store_grocery_05,POI,POIName,Boe's Market,博的超市,博的超市
store_grocery_06,POI,POIName,Joe's USA,乔的美国店,喬的美國店
store_gun_01,POI,POIName,Shotgun Messiah Range,霰弹枪救星射击场,霰彈槍救星射擊場
store_gun_02,POI,POIName,Close Encounters Gun Range,命悬一线射击场,命懸一線射擊場
store_hardware_01,POI,POIName,Working Stiff Tools,五金工具店,五金工具店
store_hardware_02,POI,POIName,Working Stiff Superstore,五金工具超级店,五金工具超級店
store_hardware_03,POI,POIName,Wasted Stiff's,废弃五金工具店,廢棄五金工具店
store_laundry_01,POI,POIName,Dirty Laundry,脏衣服洗衣店,髒衣服洗衣店
store_pharmacy_01,POI,POIName,Pop-N-Pills Mini-Mart,快克药业便利店,快克藥業便利店
store_pharmacy_02,POI,POIName,Pop-N-Pills,快克药店,快克藥店
survivor_camp_01,POI,POIName,Camp BBQ,烧烤营地,燒烤營地
survivor_camp_02,POI,POIName,Camp Bravo,布拉沃营地,布拉沃營地
survivor_camp_03,POI,POIName,Camp Cardinal,卡迪纳尔营地,卡迪納爾營地
survivor_site_01,POI,POIName,Camp Carlson,卡尔森营地,卡爾森營地
survivor_site_02,POI,POIName,The Smokehouse,熏制屋,薰制屋
survivor_site_03,POI,POIName,Radio Outpost,电台前哨,電臺前哨
survivor_site_04,POI,POIName,Camp Deucenhalf,迪森半营地,迪森半營地
survivor_site_05,POI,POIName,Mercy Point Camp,慈悲点营地,慈悲點營地
survivor_site_06,POI,POIName,Hog Foot Village,猪蹄村,豬蹄村
survivor_site_07,POI,POIName,Camp Carwhal,卡尔瓦尔营地,卡爾瓦爾營地
survivor_site_08,POI,POIName,The Simmons Shanty,西蒙斯棚屋,西蒙斯棚屋
survivor_site_09,POI,POIName,Caravan Carousel,大篷车旋转地,大篷車旋轉地
survivor_site_10,POI,POIName,Dug In Denizens,掘地居民点,掘地居民點
survivor_site_11,POI,POIName,Cabin Retreat,小屋静居,小屋靜居
theater_stage_01,POI,POIName,Minotaur Theater,米诺陶剧院,米諾陶劇院
trader_bob,POI,POIName,Trader Bob,商人鲍勃,商人鮑勃
trader_bob2,POI,POIName,Trader Bob,商人鲍勃,商人鮑勃
trader_hugh,POI,POIName,Trader Hugh,商人休,商人休
trader_hugh2,POI,POIName,Trader Hugh,商人休,商人休
trader_jen,POI,POIName,Trader Jen,商人珍,商人珍
trader_jen2,POI,POIName,Trader Jen,商人珍,商人珍
trader_joel,POI,POIName,Trader Joel,商人乔尔,商人喬爾
trader_joel2,POI,POIName,Trader Joel,商人乔尔,商人喬爾
trader_rekt,POI,POIName,Trader Rekt,商人雷克特,商人雷克特
trader_rekt2,POI,POIName,Trader Rekt,商人雷克特,商人雷克特
trailer_01,POI,POIName,The Leonard Residence,伦纳德房车,倫納德房車
trailer_02,POI,POIName,The Bath Residence,巴斯房车,巴斯房車
trailer_03,POI,POIName,The Thumb Residence,拇指房车,拇指房車
trailer_04,POI,POIName,Trailer Ranch,房车牧场,房車牧場
trailer_05,POI,POIName,Anderson's Home,安德森之家,安德森之家
trailer_06,POI,POIName,Mario Piper,马里奥·派珀,馬里奧·派珀
trailer_07,POI,POIName,Overgrown Caravan,蔓生大篷车,蔓生大篷車
trailer_08,POI,POIName,Sizzle Shack,滋滋作响小屋,滋滋作響小屋
trailer_09,POI,POIName,Eva Victed Court,伊娃·维克特庭院,伊娃·維克特庭院
trailer_10,POI,POIName,Buster Drivewell's,巴斯特·德赖维尔之家,巴斯特·德賴維爾之家
trailer_11,POI,POIName,Tragedy Trailer,悲剧房车,悲劇房車
trailer_12,POI,POIName,Weedle Bro Gardens,威德尔兄弟花园,威德爾兄弟花園
trailer_13,POI,POIName,The Seller's Trailer,卖家房车,賣家房車
trailer_park_01,POI,POIName,Honeysuckle Trailer Park,金银花房车公园,金銀花房車公園
utility_celltower_01,POI,POIName,Cell Tower #1,1号信号塔,1號信號塔
utility_celltower_02,POI,POIName,Cell Tower #2,2号信号塔,2號信號塔
utility_celltower_03,POI,POIName,Cell Tower #3,3号信号塔,3號信號塔
utility_electric_co_01,POI,POIName,Electric Company,电力公司,電力公司
utility_electric_co_02,POI,POIName,Hybrid Energy,混合能源公司,混合能源公司
utility_refinery_01,POI,POIName,Pass-N-Gas Refinery,通燃炼油厂,通燃煉油廠
utility_refinery_02,POI,POIName,Pipeline Gas Co,管道燃气公司,管道燃氣公司
utility_substation_01,POI,POIName,Hybrid Energy Substation #1,混合能源变电站#1,混合能源變電站#1
utility_substation_02,POI,POIName,Hybrid Energy Substation #2,混合能源变电站#2,混合能源變電站#2
utility_substation_03,POI,POIName,Hybrid Energy Substation #3,混合能源变电站#3,混合能源變電站#3
utility_waterworks_01,POI,POIName,Water Works,自来水厂,自來水廠
utility_waterworks_02,POI,POIName,Water Works Substation #7,自来水厂7号分站,自來水廠7號分站
warehouse_01,POI,POIName,OPS Logistics,OPS物流仓库,OPS物流倉庫
warehouse_02,POI,POIName,Shamway Warehouse,山威仓库,山威倉庫
warehouse_03,POI,POIName,Infested Warehouse,感染仓库,感染倉庫
warehouse_04,POI,POIName,Blue Trailer Trucking,蓝色拖车货运,藍色拖車貨運
warehouse_05,POI,POIName,Working Stiff Tools Warehouse,苦力工具仓库,苦力工具倉庫
warehouse_06,POI,POIName,OPS Distribution Center,OPS配送中心,OPS配送中心
warehouse_07,POI,POIName,COC Chemicals,COC化学品仓库,COC化學品倉庫
warehouse_08,POI,POIName,Johnson's Warehouses,约翰逊仓库,詹森倉庫
water_tower_01,POI,POIName,Water Tower #1,1号水塔,1號水塔
water_tower_02,POI,POIName,Water Tower #2,2号水塔,2號水塔
water_tower_03,POI,POIName,Water Tower #3,3号水塔,3號水塔
weigh_station_01,POI,POIName,Weston Weigh Station,韦斯顿称重站,韋斯頓稱重站
wilderness_filler_01,POI,POIName,Shady Slaughter RV,幽影屠宰房车,幽影屠宰房車
wilderness_filler_02,POI,POIName,Eerie Echoes Campsite,诡异回声营地,詭異回聲營地
wilderness_filler_03,POI,POIName,Hermit Hollow,隐士谷,隱士谷
wilderness_filler_04,POI,POIName,Hunter's Retreat,猎人静居,獵人靜居
wilderness_filler_05,POI,POIName,Prepper's Den,准备者巢穴,準備者巢穴
wilderness_filler_06,POI,POIName,Overturned Trailer,翻倒的房车,翻倒的房車
wilderness_filler_07,POI,POIName,The Last Cook,最后的厨师,最後的廚師
wilderness_filler_08,POI,POIName,Lost Soldiers,迷失士兵,迷失士兵
wilderness_filler_09,POI,POIName,Flesh Feast Falls,血肉盛宴瀑布,血肉盛宴瀑布
wilderness_filler_10,POI,POIName,The Mush Pit,蘑菇坑,蘑菇坑
wilderness_filler_11,POI,POIName,Pump Substation,水泵分站,水泵分站
wilderness_filler_12,POI,POIName,TV Relay Station,电视中继站,電視中繼站
wilderness_filler_13,POI,POIName,Marshall's Hunting Lodge,马歇尔狩猎小屋,馬歇爾狩獵小屋
wilderness_filler_14,POI,POIName,Alpha Den,阿尔法巢穴,阿爾法巢穴
wilderness_filler_15,POI,POIName,Camp Creepfest,恐怖节营地,恐怖節營地
wilderness_filler_16,POI,POIName,Mourning Woods,哀悼之森,哀悼之森
wilderness_filler_17,POI,POIName,Hidden Hollow,隐秘山谷,隱秘山谷
wilderness_filler_18,POI,POIName,Deserted Creek Campsite,废弃溪流营地,廢棄溪流營地
wilderness_filler_19,POI,POIName,Body Bag Pit,裹尸袋坑,裹屍袋坑
wilderness_filler_20,POI,POIName,Bandit's Revenge,土匪复仇地,土匪復仇地
wilderness_filler_21,POI,POIName,Private Cemetery,私人墓地,私人墓地
wilderness_filler_22,POI,POIName,Satellite Crash Site,卫星坠毁点,衛星墜毀點
